phase,call,module_name,us
decode,4,model.layers.7.self_attn.o_proj,400
decode,4,model.layers.7.self_attn,4116.41
decode,4,model.layers.7.post_attention_layernorm,169.636
decode,4,model.layers.7.mlp.gate_proj,894.791
decode,4,model.layers.7.mlp.act,208.177
decode,4,model.layers.7.mlp.up_proj,897.396
decode,4,model.layers.7.mlp.down_proj,845.99
decode,4,model.layers.7.mlp,2883.28
decode,4,model.layers.7,7519.32
decode,4,model.layers.8.input_layernorm,193.698
decode,4,model.layers.8.self_attn.q_proj,431.303
decode,4,model.layers.8.self_attn.k_proj,312.343
decode,4,model.layers.8.self_attn.v_proj,275.053
decode,4,model.layers.8.self_attn.q_norm,161.25
decode,4,model.layers.8.self_attn.k_norm,178.072
decode,4,model.layers.8.self_attn.q_rope,180.468
decode,4,model.layers.8.self_attn.k_rope,182.188
decode,4,model.layers.8.self_attn.qk_matmul,375.209
decode,4,model.layers.8.self_attn.mask,164.896
decode,4,model.layers.8.self_attn.softmax,215.156
decode,4,model.layers.8.self_attn.av_matmul,407.343
decode,4,model.layers.8.self_attn.o_proj,406.719
decode,4,model.layers.8.self_attn,4694.84
decode,4,model.layers.8.post_attention_layernorm,131.042
decode,4,model.layers.8.mlp.gate_proj,929.844
decode,4,model.layers.8.mlp.act,149.479
decode,4,model.layers.8.mlp.up_proj,933.854
decode,4,model.layers.8.mlp.down_proj,873.281
decode,4,model.layers.8.mlp,2923.18
decode,4,model.layers.8,8172.5
decode,4,model.layers.9.input_layernorm,132.5
decode,4,model.layers.9.self_attn.q_proj,439.01
decode,4,model.layers.9.self_attn.k_proj,256.718
decode,4,model.layers.9.self_attn.v_proj,297.344
decode,4,model.layers.9.self_attn.q_norm,128.125
decode,4,model.layers.9.self_attn.k_norm,174.479
decode,4,model.layers.9.self_attn.q_rope,156.406
decode,4,model.layers.9.self_attn.k_rope,214.063
decode,4,model.layers.9.self_attn.qk_matmul,395.572
decode,4,model.layers.9.self_attn.mask,169.687
decode,4,model.layers.9.self_attn.softmax,185.26
decode,4,model.layers.9.self_attn.av_matmul,415.937
decode,4,model.layers.9.self_attn.o_proj,414.74
decode,4,model.layers.9.self_attn,4543.28
decode,4,model.layers.9.post_attention_layernorm,131.615
decode,4,model.layers.9.mlp.gate_proj,1006.35
decode,4,model.layers.9.mlp.act,178.177
decode,4,model.layers.9.mlp.up_proj,929.531
decode,4,model.layers.9.mlp.down_proj,892.813
decode,4,model.layers.9.mlp,3042.92
decode,4,model.layers.9,8054.32
decode,4,model.layers.10.input_layernorm,141.198
decode,4,model.layers.10.self_attn.q_proj,383.021
decode,4,model.layers.10.self_attn.k_proj,300.469
decode,4,model.layers.10.self_attn.v_proj,269.688
decode,4,model.layers.10.self_attn.q_norm,179.167
decode,4,model.layers.10.self_attn.k_norm,146.25
decode,4,model.layers.10.self_attn.q_rope,173.75
decode,4,model.layers.10.self_attn.k_rope,148.75
decode,4,model.layers.10.self_attn.qk_matmul,375.156
decode,4,model.layers.10.self_attn.mask,153.906
decode,4,model.layers.10.self_attn.softmax,163.177
decode,4,model.layers.10.self_attn.av_matmul,410.625
decode,4,model.layers.10.self_attn.o_proj,389.167
decode,4,model.layers.10.self_attn,4371.41
decode,4,model.layers.10.post_attention_layernorm,132.188
decode,4,model.layers.10.mlp.gate_proj,952.656
decode,4,model.layers.10.mlp.act,165.312
decode,4,model.layers.10.mlp.up_proj,961.875
decode,4,model.layers.10.mlp.down_proj,908.594
decode,4,model.layers.10.mlp,3025.05
decode,4,model.layers.10,7882.97
decode,4,model.layers.11.input_layernorm,148.854
decode,4,model.layers.11.self_attn.q_proj,411.615
decode,4,model.layers.11.self_attn.k_proj,285.781
decode,4,model.layers.11.self_attn.v_proj,303.542
decode,4,model.layers.11.self_attn.q_norm,132.5
decode,4,model.layers.11.self_attn.k_norm,158.282
decode,4,model.layers.11.self_attn.q_rope,180.781
decode,4,model.layers.11.self_attn.k_rope,180
decode,4,model.layers.11.self_attn.qk_matmul,365.104
decode,4,model.layers.11.self_attn.mask,155.729
decode,4,model.layers.11.self_attn.softmax,145.938
decode,4,model.layers.11.self_attn.av_matmul,406.562
decode,4,model.layers.11.self_attn.o_proj,396.979
decode,4,model.layers.11.self_attn,4410.78
decode,4,model.layers.11.post_attention_layernorm,158.594
decode,4,model.layers.11.mlp.gate_proj,956.406
decode,4,model.layers.11.mlp.act,202.865
decode,4,model.layers.11.mlp.up_proj,984.532
decode,4,model.layers.11.mlp.down_proj,956.406
decode,4,model.layers.11.mlp,3168.85
decode,4,model.layers.11,8119.69
decode,4,model.layers.12.input_layernorm,169.375
decode,4,model.layers.12.self_attn.q_proj,435.313
decode,4,model.layers.12.self_attn.k_proj,324.74
decode,4,model.layers.12.self_attn.v_proj,310.26
decode,4,model.layers.12.self_attn.q_norm,183.438
decode,4,model.layers.12.self_attn.k_norm,189.115
decode,4,model.layers.12.self_attn.q_rope,213.49
decode,4,model.layers.12.self_attn.k_rope,186.406
decode,4,model.layers.12.self_attn.qk_matmul,400.156
decode,4,model.layers.12.self_attn.mask,150.104
decode,4,model.layers.12.self_attn.softmax,160.677
decode,4,model.layers.12.self_attn.av_matmul,420.781
decode,4,model.layers.12.self_attn.o_proj,433.646
decode,4,model.layers.12.self_attn,4728.8
decode,4,model.layers.12.post_attention_layernorm,187.968
decode,4,model.layers.12.mlp.gate_proj,936.875
decode,4,model.layers.12.mlp.act,155.729
decode,4,model.layers.12.mlp.up_proj,928.125
decode,4,model.layers.12.mlp.down_proj,888.438
decode,4,model.layers.12.mlp,2949.69
decode,4,model.layers.12,8273.12
decode,4,model.layers.13.input_layernorm,172.969
decode,4,model.layers.13.self_attn.q_proj,453.073
decode,4,model.layers.13.self_attn.k_proj,316.562
decode,4,model.layers.13.self_attn.v_proj,306.458
decode,4,model.layers.13.self_attn.q_norm,182.604
decode,4,model.layers.13.self_attn.k_norm,180.053
decode,4,model.layers.13.self_attn.q_rope,185.469
decode,4,model.layers.13.self_attn.k_rope,156.667
decode,4,model.layers.13.self_attn.qk_matmul,382.24
decode,4,model.layers.13.self_attn.mask,243.906
decode,4,model.layers.13.self_attn.softmax,185.885
decode,4,model.layers.13.self_attn.av_matmul,445.886
decode,4,model.layers.13.self_attn.o_proj,418.073
decode,4,model.layers.13.self_attn,4769.53
decode,4,model.layers.13.post_attention_layernorm,193.906
decode,4,model.layers.13.mlp.gate_proj,970.104
decode,4,model.layers.13.mlp.act,176.928
decode,4,model.layers.13.mlp.up_proj,930.208
decode,4,model.layers.13.mlp.down_proj,901.875
decode,4,model.layers.13.mlp,3054.69
decode,4,model.layers.13,8454.69
decode,4,model.layers.14.input_layernorm,164.584
decode,4,model.layers.14.self_attn.q_proj,455.937
decode,4,model.layers.14.self_attn.k_proj,272.969
decode,4,model.layers.14.self_attn.v_proj,354.844
decode,4,model.layers.14.self_attn.q_norm,167.969
decode,4,model.layers.14.self_attn.k_norm,173.803
decode,4,model.layers.14.self_attn.q_rope,192.969
decode,4,model.layers.14.self_attn.k_rope,171.771
decode,4,model.layers.14.self_attn.qk_matmul,394.375
decode,4,model.layers.14.self_attn.mask,167.135
decode,4,model.layers.14.self_attn.softmax,196.407
decode,4,model.layers.14.self_attn.av_matmul,408.125
decode,4,model.layers.14.self_attn.o_proj,474.688
decode,4,model.layers.14.self_attn,4931.77
decode,4,model.layers.14.post_attention_layernorm,1749.74
decode,4,model.layers.14.mlp.gate_proj,1204.79
decode,4,model.layers.14.mlp.act,176.875
decode,4,model.layers.14.mlp.up_proj,935.938
decode,4,model.layers.14.mlp.down_proj,903.594
decode,4,model.layers.14.mlp,3293.75
decode,4,model.layers.14,10473.9
decode,4,model.layers.15.input_layernorm,157.813
decode,4,model.layers.15.self_attn.q_proj,445.104
decode,4,model.layers.15.self_attn.k_proj,322.656
decode,4,model.layers.15.self_attn.v_proj,284.115
decode,4,model.layers.15.self_attn.q_norm,178.489
decode,4,model.layers.15.self_attn.k_norm,204.74
decode,4,model.layers.15.self_attn.q_rope,166.718
decode,4,model.layers.15.self_attn.k_rope,228.125
decode,4,model.layers.15.self_attn.qk_matmul,439.531
decode,4,model.layers.15.self_attn.mask,181.041
decode,4,model.layers.15.self_attn.softmax,226.146
decode,4,model.layers.15.self_attn.av_matmul,425.26
decode,4,model.layers.15.self_attn.o_proj,431.562
decode,4,model.layers.15.self_attn,4936.2
decode,4,model.layers.15.post_attention_layernorm,164.375
decode,4,model.layers.15.mlp.gate_proj,930.416
decode,4,model.layers.15.mlp.act,217.969
decode,4,model.layers.15.mlp.up_proj,1037.97
decode,4,model.layers.15.mlp.down_proj,897.552
decode,4,model.layers.15.mlp,3139.69
decode,4,model.layers.15,8714.69
decode,4,model.layers.16.input_layernorm,169.687
decode,4,model.layers.16.self_attn.q_proj,463.75
decode,4,model.layers.16.self_attn.k_proj,330.521
decode,4,model.layers.16.self_attn.v_proj,306.563
decode,4,model.layers.16.self_attn.q_norm,161.979
decode,4,model.layers.16.self_attn.k_norm,203.958
decode,4,model.layers.16.self_attn.q_rope,200.052
decode,4,model.layers.16.self_attn.k_rope,167.812
decode,4,model.layers.16.self_attn.qk_matmul,400.261
decode,4,model.layers.16.self_attn.mask,157.188
decode,4,model.layers.16.self_attn.softmax,163.489
decode,4,model.layers.16.self_attn.av_matmul,433.281
decode,4,model.layers.16.self_attn.o_proj,420.781
decode,4,model.layers.16.self_attn,4779.53
decode,4,model.layers.16.post_attention_layernorm,144.583
decode,4,model.layers.16.mlp.gate_proj,942.187
decode,4,model.layers.16.mlp.act,183.906
decode,4,model.layers.16.mlp.up_proj,992.187
decode,4,model.layers.16.mlp.down_proj,903.282
decode,4,model.layers.16.mlp,3062.19
decode,4,model.layers.16,8487.03
decode,4,model.layers.17.input_layernorm,168.907
decode,4,model.layers.17.self_attn.q_proj,456.094
decode,4,model.layers.17.self_attn.k_proj,285.885
decode,4,model.layers.17.self_attn.v_proj,377.083
decode,4,model.layers.17.self_attn.q_norm,144.531
decode,4,model.layers.17.self_attn.k_norm,236.25
decode,4,model.layers.17.self_attn.q_rope,179.062
decode,4,model.layers.17.self_attn.k_rope,191.406
decode,4,model.layers.17.self_attn.qk_matmul,359.375
decode,4,model.layers.17.self_attn.mask,157.136
decode,4,model.layers.17.self_attn.softmax,191.25
decode,4,model.layers.17.self_attn.av_matmul,410.677
decode,4,model.layers.17.self_attn.o_proj,416.355
decode,4,model.layers.17.self_attn,4855.31
decode,4,model.layers.17.post_attention_layernorm,144.843
decode,4,model.layers.17.mlp.gate_proj,977.344
decode,4,model.layers.17.mlp.act,151.823
decode,4,model.layers.17.mlp.up_proj,990.938
decode,4,model.layers.17.mlp.down_proj,964.219
decode,4,model.layers.17.mlp,3127.03
decode,4,model.layers.17,8537.29
decode,4,model.layers.18.input_layernorm,167.657
decode,4,model.layers.18.self_attn.q_proj,464.792
decode,4,model.layers.18.self_attn.k_proj,342.656
decode,4,model.layers.18.self_attn.v_proj,366.145
decode,4,model.layers.18.self_attn.q_norm,152.812
decode,4,model.layers.18.self_attn.k_norm,171.719
decode,4,model.layers.18.self_attn.q_rope,152.865
decode,4,model.layers.18.self_attn.k_rope,160.625
decode,4,model.layers.18.self_attn.qk_matmul,369.323
decode,4,model.layers.18.self_attn.mask,145.312
decode,4,model.layers.18.self_attn.softmax,188.75
decode,4,model.layers.18.self_attn.av_matmul,450.209
decode,4,model.layers.18.self_attn.o_proj,415.052
decode,4,model.layers.18.self_attn,4856.25
decode,4,model.layers.18.post_attention_layernorm,181.458
decode,4,model.layers.18.mlp.gate_proj,930
decode,4,model.layers.18.mlp.act,195.625
decode,4,model.layers.18.mlp.up_proj,970.781
decode,4,model.layers.18.mlp.down_proj,906.25
decode,4,model.layers.18.mlp,3044.58
decode,4,model.layers.18,8571.46
decode,4,model.layers.19.input_layernorm,183.125
decode,4,model.layers.19.self_attn.q_proj,447.5
decode,4,model.layers.19.self_attn.k_proj,330.625
decode,4,model.layers.19.self_attn.v_proj,366.77
decode,4,model.layers.19.self_attn.q_norm,225
decode,4,model.layers.19.self_attn.k_norm,82.344
decode,4,model.layers.19.self_attn.q_rope,213.593
decode,4,model.layers.19.self_attn.k_rope,197.24
decode,4,model.layers.19.self_attn.qk_matmul,409.895
decode,4,model.layers.19.self_attn.mask,171.093
decode,4,model.layers.19.self_attn.softmax,257.239
decode,4,model.layers.19.self_attn.av_matmul,416.875
decode,4,model.layers.19.self_attn.o_proj,442.084
decode,4,model.layers.19.self_attn,5096.56
decode,4,model.layers.19.post_attention_layernorm,173.855
decode,4,model.layers.19.mlp.gate_proj,986.146
decode,4,model.layers.19.mlp.act,164.323
decode,4,model.layers.19.mlp.up_proj,960.208
decode,4,model.layers.19.mlp.down_proj,896.25
decode,4,model.layers.19.mlp,3126.67
decode,4,model.layers.19,8886.51
decode,4,model.layers.20.input_layernorm,174.323
decode,4,model.layers.20.self_attn.q_proj,451.875
decode,4,model.layers.20.self_attn.k_proj,324.739
decode,4,model.layers.20.self_attn.v_proj,277.136
decode,4,model.layers.20.self_attn.q_norm,177.604
decode,4,model.layers.20.self_attn.k_norm,196.875
decode,4,model.layers.20.self_attn.q_rope,184.844
decode,4,model.layers.20.self_attn.k_rope,229.375
decode,4,model.layers.20.self_attn.qk_matmul,438.177
decode,4,model.layers.20.self_attn.mask,228.281
decode,4,model.layers.20.self_attn.softmax,174.427
decode,4,model.layers.20.self_attn.av_matmul,470.938
decode,4,model.layers.20.self_attn.o_proj,422.292
decode,4,model.layers.20.self_attn,5211.09
decode,4,model.layers.20.post_attention_layernorm,183.906
decode,4,model.layers.20.mlp.gate_proj,923.282
decode,4,model.layers.20.mlp.act,190.573
decode,4,model.layers.20.mlp.up_proj,972.187
decode,4,model.layers.20.mlp.down_proj,893.802
decode,4,model.layers.20.mlp,3020.83
decode,4,model.layers.20,8910.47
decode,4,model.layers.21.input_layernorm,159.688
decode,4,model.layers.21.self_attn.q_proj,463.385
decode,4,model.layers.21.self_attn.k_proj,283.542
decode,4,model.layers.21.self_attn.v_proj,317.084
decode,4,model.layers.21.self_attn.q_norm,212.812
decode,4,model.layers.21.self_attn.k_norm,189.844
decode,4,model.layers.21.self_attn.q_rope,192.239
decode,4,model.layers.21.self_attn.k_rope,161.771
decode,4,model.layers.21.self_attn.qk_matmul,617.604
decode,4,model.layers.21.self_attn.mask,169.167
decode,4,model.layers.21.self_attn.softmax,184.323
decode,4,model.layers.21.self_attn.av_matmul,425.469
decode,4,model.layers.21.self_attn.o_proj,441.198
decode,4,model.layers.21.self_attn,5165.62
decode,4,model.layers.21.post_attention_layernorm,196.146
decode,4,model.layers.21.mlp.gate_proj,931.51
decode,4,model.layers.21.mlp.act,207.865
decode,4,model.layers.21.mlp.up_proj,944.479
decode,4,model.layers.21.mlp.down_proj,895.156
decode,4,model.layers.21.mlp,3062.66
decode,4,model.layers.21,8826.35
decode,4,model.layers.22.input_layernorm,186.771
decode,4,model.layers.22.self_attn.q_proj,454.062
decode,4,model.layers.22.self_attn.k_proj,287.344
decode,4,model.layers.22.self_attn.v_proj,293.646
decode,4,model.layers.22.self_attn.q_norm,233.281
decode,4,model.layers.22.self_attn.k_norm,164.323
decode,4,model.layers.22.self_attn.q_rope,173.75
decode,4,model.layers.22.self_attn.k_rope,162.813
decode,4,model.layers.22.self_attn.qk_matmul,424.427
decode,4,model.layers.22.self_attn.mask,176.458
decode,4,model.layers.22.self_attn.softmax,200.312
decode,4,model.layers.22.self_attn.av_matmul,437.656
decode,4,model.layers.22.self_attn.o_proj,423.385
decode,4,model.layers.22.self_attn,4872.81
decode,4,model.layers.22.post_attention_layernorm,191.406
decode,4,model.layers.22.mlp.gate_proj,925.833
decode,4,model.layers.22.mlp.act,153.593
decode,4,model.layers.22.mlp.up_proj,962.917
decode,4,model.layers.22.mlp.down_proj,910.105
decode,4,model.layers.22.mlp,3000.89
decode,4,model.layers.22,8528.59
decode,4,model.layers.23.input_layernorm,190.833
decode,4,model.layers.23.self_attn.q_proj,469.479
decode,4,model.layers.23.self_attn.k_proj,322.5
decode,4,model.layers.23.self_attn.v_proj,333.594
decode,4,model.layers.23.self_attn.q_norm,215.782
decode,4,model.layers.23.self_attn.k_norm,166.354
decode,4,model.layers.23.self_attn.q_rope,177.187
decode,4,model.layers.23.self_attn.k_rope,208.125
decode,4,model.layers.23.self_attn.qk_matmul,383.125
decode,4,model.layers.23.self_attn.mask,175.781
decode,4,model.layers.23.self_attn.softmax,180.105
decode,4,model.layers.23.self_attn.av_matmul,457.657
decode,4,model.layers.23.self_attn.o_proj,435.208
decode,4,model.layers.23.self_attn,4990.26
decode,4,model.layers.23.post_attention_layernorm,199.531
decode,4,model.layers.23.mlp.gate_proj,926.98
decode,4,model.layers.23.mlp.act,289.479
decode,4,model.layers.23.mlp.up_proj,931.406
decode,4,model.layers.23.mlp.down_proj,925.833
decode,4,model.layers.23.mlp,3132.03
decode,4,model.layers.23,8762.5
decode,4,model.layers.24.input_layernorm,167.396
decode,4,model.layers.24.self_attn.q_proj,470.208
decode,4,model.layers.24.self_attn.k_proj,311.875
decode,4,model.layers.24.self_attn.v_proj,333.125
decode,4,model.layers.24.self_attn.q_norm,224.167
decode,4,model.layers.24.self_attn.k_norm,153.594
decode,4,model.layers.24.self_attn.q_rope,206.875
decode,4,model.layers.24.self_attn.k_rope,178.906
decode,4,model.layers.24.self_attn.qk_matmul,461.875
decode,4,model.layers.24.self_attn.mask,220
decode,4,model.layers.24.self_attn.softmax,177.187
decode,4,model.layers.24.self_attn.av_matmul,424.844
decode,4,model.layers.24.self_attn.o_proj,437.396
decode,4,model.layers.24.self_attn,5070.62
decode,4,model.layers.24.post_attention_layernorm,162.187
decode,4,model.layers.24.mlp.gate_proj,934.531
decode,4,model.layers.24.mlp.act,168.073
decode,4,model.layers.24.mlp.up_proj,969.531
decode,4,model.layers.24.mlp.down_proj,957.656
decode,4,model.layers.24.mlp,3074.22
decode,4,model.layers.24,8820.62
decode,4,model.layers.25.input_layernorm,162.76
decode,4,model.layers.25.self_attn.q_proj,451.25
decode,4,model.layers.25.self_attn.k_proj,272.552
decode,4,model.layers.25.self_attn.v_proj,332.812
decode,4,model.layers.25.self_attn.q_norm,185.937
decode,4,model.layers.25.self_attn.k_norm,185.729
decode,4,model.layers.25.self_attn.q_rope,211.667
decode,4,model.layers.25.self_attn.k_rope,167.292
decode,4,model.layers.25.self_attn.qk_matmul,424.271
decode,4,model.layers.25.self_attn.mask,287.343
decode,4,model.layers.25.self_attn.softmax,132.188
decode,4,model.layers.25.self_attn.av_matmul,444.219
decode,4,model.layers.25.self_attn.o_proj,410
decode,4,model.layers.25.self_attn,4925.62
decode,4,model.layers.25.post_attention_layernorm,149.011
decode,4,model.layers.25.mlp.gate_proj,963.281
decode,4,model.layers.25.mlp.act,200.781
decode,4,model.layers.25.mlp.up_proj,987.187
decode,4,model.layers.25.mlp.down_proj,914.115
decode,4,model.layers.25.mlp,3105.78
decode,4,model.layers.25,8622.66
decode,4,model.layers.26.input_layernorm,202.5
decode,4,model.layers.26.self_attn.q_proj,445.26
decode,4,model.layers.26.self_attn.k_proj,289.844
decode,4,model.layers.26.self_attn.v_proj,354.063
decode,4,model.layers.26.self_attn.q_norm,155.312
decode,4,model.layers.26.self_attn.k_norm,201.198
decode,4,model.layers.26.self_attn.q_rope,161.979
decode,4,model.layers.26.self_attn.k_rope,203.75
decode,4,model.layers.26.self_attn.qk_matmul,392.656
decode,4,model.layers.26.self_attn.mask,180.156
decode,4,model.layers.26.self_attn.softmax,206.302
decode,4,model.layers.26.self_attn.av_matmul,425.156
decode,4,model.layers.26.self_attn.o_proj,448.177
decode,4,model.layers.26.self_attn,4897.66
decode,4,model.layers.26.post_attention_layernorm,167.083
decode,4,model.layers.26.mlp.gate_proj,938.906
decode,4,model.layers.26.mlp.act,177.5
decode,4,model.layers.26.mlp.up_proj,984.427
decode,4,model.layers.26.mlp.down_proj,902.813
decode,4,model.layers.26.mlp,3048.49
decode,4,model.layers.26,8615.78
decode,4,model.layers.27.input_layernorm,144.062
decode,4,model.layers.27.self_attn.q_proj,435.469
decode,4,model.layers.27.self_attn.k_proj,298.646
decode,4,model.layers.27.self_attn.v_proj,292.5
decode,4,model.layers.27.self_attn.q_norm,180.781
decode,4,model.layers.27.self_attn.k_norm,229.063
decode,4,model.layers.27.self_attn.q_rope,174.167
decode,4,model.layers.27.self_attn.k_rope,203.855
decode,4,model.layers.27.self_attn.qk_matmul,495.469
decode,4,model.layers.27.self_attn.mask,189.219
decode,4,model.layers.27.self_attn.softmax,224.635
decode,4,model.layers.27.self_attn.av_matmul,412.969
decode,4,model.layers.27.self_attn.o_proj,412.968
decode,4,model.layers.27.self_attn,5021.41
decode,4,model.layers.27.post_attention_layernorm,173.333
decode,4,model.layers.27.mlp.gate_proj,958.386
decode,4,model.layers.27.mlp.act,170.312
decode,4,model.layers.27.mlp.up_proj,973.438
decode,4,model.layers.27.mlp.down_proj,910.313
decode,4,model.layers.27.mlp,3083.75
decode,4,model.layers.27,8735.94
decode,4,model.norm,155.521
decode,4,model,234241
decode,4,lm_head_out,96714.5
decode,4,model.embed_tokens,26.042
decode,5,model.layers.0.input_layernorm,5747.34
decode,5,model.layers.0.self_attn.q_proj,372.292
decode,5,model.layers.0.self_attn.k_proj,247.083
decode,5,model.layers.0.self_attn.v_proj,251.354
decode,5,model.layers.0.self_attn.q_norm,122.5
decode,5,model.layers.0.self_attn.k_norm,121.614
decode,5,model.layers.0.self_attn.q_rope,142.656
decode,5,model.layers.0.self_attn.k_rope,142.552
decode,5,model.layers.0.self_attn.qk_matmul,347.032
decode,5,model.layers.0.self_attn.mask,132.917
decode,5,model.layers.0.self_attn.softmax,117.5
decode,5,model.layers.0.self_attn.av_matmul,368.333
decode,5,model.layers.0.self_attn.o_proj,360
decode,5,model.layers.0.self_attn,3454.53
decode,5,model.layers.0.post_attention_layernorm,122.969
decode,5,model.layers.0.mlp.gate_proj,851.094
decode,5,model.layers.0.mlp.act,106.146
decode,5,model.layers.0.mlp.up_proj,857.344
decode,5,model.layers.0.mlp.down_proj,799.479
decode,5,model.layers.0.mlp,2636.41
decode,5,model.layers.0,12108.1
decode,5,model.layers.1.input_layernorm,107.917
decode,5,model.layers.1.self_attn.q_proj,360
decode,5,model.layers.1.self_attn.k_proj,237.761
decode,5,model.layers.1.self_attn.v_proj,241.98
decode,5,model.layers.1.self_attn.q_norm,108.906
decode,5,model.layers.1.self_attn.k_norm,113.593
decode,5,model.layers.1.self_attn.q_rope,128.594
decode,5,model.layers.1.self_attn.k_rope,118.594
decode,5,model.layers.1.self_attn.qk_matmul,355.834
decode,5,model.layers.1.self_attn.mask,162.708
decode,5,model.layers.1.self_attn.softmax,123.386
decode,5,model.layers.1.self_attn.av_matmul,366.51
decode,5,model.layers.1.self_attn.o_proj,371.614
decode,5,model.layers.1.self_attn,3396.82
decode,5,model.layers.1.post_attention_layernorm,178.593
decode,5,model.layers.1.mlp.gate_proj,865.781
decode,5,model.layers.1.mlp.act,158.646
decode,5,model.layers.1.mlp.up_proj,902.187
decode,5,model.layers.1.mlp.down_proj,806.562
decode,5,model.layers.1.mlp,2757.19
decode,5,model.layers.1,6632.5
decode,5,model.layers.2.input_layernorm,149.531
decode,5,model.layers.2.self_attn.q_proj,385.937
decode,5,model.layers.2.self_attn.k_proj,282.135
decode,5,model.layers.2.self_attn.v_proj,264.218
decode,5,model.layers.2.self_attn.q_norm,141.562
decode,5,model.layers.2.self_attn.k_norm,138.646
decode,5,model.layers.2.self_attn.q_rope,170.469
decode,5,model.layers.2.self_attn.k_rope,140.782
decode,5,model.layers.2.self_attn.qk_matmul,350.521
decode,5,model.layers.2.self_attn.mask,117.708
decode,5,model.layers.2.self_attn.softmax,131.77
decode,5,model.layers.2.self_attn.av_matmul,397.5
decode,5,model.layers.2.self_attn.o_proj,402.344
decode,5,model.layers.2.self_attn,3772.81
decode,5,model.layers.2.post_attention_layernorm,145.104
decode,5,model.layers.2.mlp.gate_proj,873.906
decode,5,model.layers.2.mlp.act,166.667
decode,5,model.layers.2.mlp.up_proj,886.094
decode,5,model.layers.2.mlp.down_proj,821.927
decode,5,model.layers.2.mlp,2776.2
decode,5,model.layers.2,7047.34
decode,5,model.layers.3.input_layernorm,152.292
decode,5,model.layers.3.self_attn.q_proj,386.563
decode,5,model.layers.3.self_attn.k_proj,263.75
decode,5,model.layers.3.self_attn.v_proj,279.687
decode,5,model.layers.3.self_attn.q_norm,140.312
decode,5,model.layers.3.self_attn.k_norm,136.771
decode,5,model.layers.3.self_attn.q_rope,156.875
decode,5,model.layers.3.self_attn.k_rope,148.802
decode,5,model.layers.3.self_attn.qk_matmul,352.969
decode,5,model.layers.3.self_attn.mask,161.042
decode,5,model.layers.3.self_attn.softmax,135.312
decode,5,model.layers.3.self_attn.av_matmul,380.625
decode,5,model.layers.3.self_attn.o_proj,388.593
decode,5,model.layers.3.self_attn,3776.51
decode,5,model.layers.3.post_attention_layernorm,122.708
decode,5,model.layers.3.mlp.gate_proj,874.427
decode,5,model.layers.3.mlp.act,155.312
decode,5,model.layers.3.mlp.up_proj,974.688
decode,5,model.layers.3.mlp.down_proj,837.291
decode,5,model.layers.3.mlp,2876.72
decode,5,model.layers.3,7124.17
decode,5,model.layers.4.input_layernorm,178.437
decode,5,model.layers.4.self_attn.q_proj,396.771
decode,5,model.layers.4.self_attn.k_proj,281.406
decode,5,model.layers.4.self_attn.v_proj,289.167
decode,5,model.layers.4.self_attn.q_norm,161.614
decode,5,model.layers.4.self_attn.k_norm,172.5
decode,5,model.layers.4.self_attn.q_rope,154.895
decode,5,model.layers.4.self_attn.k_rope,177.969
decode,5,model.layers.4.self_attn.qk_matmul,639.844
decode,5,model.layers.4.self_attn.mask,135.937
decode,5,model.layers.4.self_attn.softmax,141.562
decode,5,model.layers.4.self_attn.av_matmul,412.968
decode,5,model.layers.4.self_attn.o_proj,387.604
decode,5,model.layers.4.self_attn,4735.31
decode,5,model.layers.4.post_attention_layernorm,165.312
decode,5,model.layers.4.mlp.gate_proj,927.395
decode,5,model.layers.4.mlp.act,130.938
decode,5,model.layers.4.mlp.up_proj,936.51
decode,5,model.layers.4.mlp.down_proj,918.907
decode,5,model.layers.4.mlp,2949.69
decode,5,model.layers.4,8274.01
decode,5,model.layers.5.input_layernorm,205.938
decode,5,model.layers.5.self_attn.q_proj,425.468
decode,5,model.layers.5.self_attn.k_proj,277.812
decode,5,model.layers.5.self_attn.v_proj,309.218
decode,5,model.layers.5.self_attn.q_norm,150.469
decode,5,model.layers.5.self_attn.k_norm,163.542
decode,5,model.layers.5.self_attn.q_rope,169.375
decode,5,model.layers.5.self_attn.k_rope,191.823
decode,5,model.layers.5.self_attn.qk_matmul,587.552
decode,5,model.layers.5.self_attn.mask,165.104
decode,5,model.layers.5.self_attn.softmax,178.177
decode,5,model.layers.5.self_attn.av_matmul,444.792
decode,5,model.layers.5.self_attn.o_proj,409.114
decode,5,model.layers.5.self_attn,4837.71
decode,5,model.layers.5.post_attention_layernorm,161.458
decode,5,model.layers.5.mlp.gate_proj,938.125
decode,5,model.layers.5.mlp.act,136.875
decode,5,model.layers.5.mlp.up_proj,951.719
decode,5,model.layers.5.mlp.down_proj,920.677
decode,5,model.layers.5.mlp,2982.24
decode,5,model.layers.5,8403.91
decode,5,model.layers.6.input_layernorm,149.218
decode,5,model.layers.6.self_attn.q_proj,425.573
decode,5,model.layers.6.self_attn.k_proj,288.281
decode,5,model.layers.6.self_attn.v_proj,294.114
decode,5,model.layers.6.self_attn.q_norm,137.292
decode,5,model.layers.6.self_attn.k_norm,170.312
decode,5,model.layers.6.self_attn.q_rope,170.781
decode,5,model.layers.6.self_attn.k_rope,154.739
decode,5,model.layers.6.self_attn.qk_matmul,401.667
